"ID_","AgeMos","lnmediatimespent","sqrtmediatimespent"
1,15.2443532943726,4.94876003265381,11.8321599960327
1,7.78644752502441,5.46383190155029,15.3297100067139
2,24.1478443145752,4.79579067230225,10.9544515609741
2,42.9404525756836,3.43398714065552,5.47722578048706
2,6.7351131439209,4.33073329925537,8.66025447845459
2,60.7145805358887,4.79579067230225,10.9544515609741
3,9.49486637115479,5.88887786865234,18.9736652374268
4,5.84804916381836,3.43398714065552,5.47722578048706
4,31.605749130249,4.11087369918823,7.74596691131592
5,17.3141689300537,5.19849681854248,13.416407585144
5,24.1478443145752,5.60211896896362,16.431676864624
5,62.3572883605957,4.51085948944092,9.48683261871338
5,42.3819313049316,5.48479700088501,15.4919338226318
5,6.96509218215942,4.51085948944092,9.48683261871338
6,14.7186861038208,2.7725887298584,3.87298345565796
6,24.2135524749756,4.79579067230225,10.9544515609741
6,6.86652994155884,5.01727962493896,12.2474489212036
7,24.509241104126,5.27811479568481,13.9642400741577
7,6.34086227416992,3.04452252388,4.4721360206604
7,15.0472278594971,5.96870756149292,19.7484169006348
8,24.114990234375,4.11087369918823,7.74596691131592
8,39.786449432373,4.11087369918823,7.74596691131592
8,56.6406555175781,4.11087369918823,7.74596691131592
8,5.74948644638062,4.11087369918823,7.74596691131592
9,7.12936353683472,5.48479700088501,15.4919338226318
9,24.3449687957764,5.01727962493896,12.2474489212036
10,25.8891162872314,5.01727962493896,12.2474489212036
10,7.26078033447266,3.82864141464233,6.70820379257202
10,47.0472297668457,0,0
11,46.0616035461426,4.51085948944092,9.48683261871338
11,24.0164279937744,6.39859485626221,24.4948978424072
11,7.03080081939697,6.69826793670654,28.4604988098145
11,16.8542098999023,5.01727962493896,12.2474489212036
12,28.0903491973877,6.2934193611145,23.2378997802734
12,8.27926063537598,5.48479700088501,15.4919338226318
12,42.3162231445312,4.11087369918823,7.74596691131592
13,16.2628345489502,5.35185813903809,14.4913768768311
13,6.37371683120728,4.51085948944092,9.48683261871338
13,24.8706359863281,5.19849681854248,13.416407585144
14,7.75359344482422,5.01727962493896,12.2474489212036
14,24.8049278259277,6.46302938461304,25.2982215881348
